Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_D2,1,D:\,,,,RD2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B24,1,D:\,,,,RB24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C19,1,D:\,,,,RC19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B1,1,D:\,,,,RB1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F2,1,D:\,,,,RF2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A4,1,D:\,,,,RA4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F18,1,D:\,,,,RF18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D16,1,D:\,,,,RD16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E23,1,D:\,,,,RE23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F16,1,D:\,,,,RF16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C23,1,D:\,,,,RC23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F9,1,D:\,,,,RF9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B12,1,D:\,,,,RB12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E13,1,D:\,,,,RE13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B17,1,D:\,,,,RB17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D23,1,D:\,,,,RD23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E9,1,D:\,,,,RE9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F22,1,D:\,,,,RF22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F11,1,D:\,,,,RF11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C12,1,D:\,,,,RC12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E5,1,D:\,,,,RE5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A21,1,D:\,,,,RA21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C4,1,D:\,,,,RC4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E22,1,D:\,,,,RE22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F13,1,D:\,,,,RF13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D23,1,D:\,,,,RD23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A1,1,D:\,,,,RA1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D18,1,D:\,,,,RD18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C16,1,D:\,,,,RC16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D8,1,D:\,,,,RD8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F8,1,D:\,,,,RF8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F14,1,D:\,,,,RF14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B12,1,D:\,,,,RB12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C10,1,D:\,,,,RC10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B7,1,D:\,,,,RB7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D19,1,D:\,,,,RD19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B23,1,D:\,,,,RB23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C14,1,D:\,,,,RC14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A24,1,D:\,,,,RA24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A14,1,D:\,,,,RA14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D5,1,D:\,,,,RD5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F22,1,D:\,,,,RF22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A21,1,D:\,,,,RA21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C9,1,D:\,,,,RC9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E4,1,D:\,,,,RE4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C15,1,D:\,,,,RC15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F20,1,D:\,,,,RF20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D22,1,D:\,,,,RD22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F16,1,D:\,,,,RF16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E12,1,D:\,,,,RE12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D17,1,D:\,,,,RD17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F11,1,D:\,,,,RF11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_B2,1,D:\,,,,RB2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_C2,1,D:\,,,,RC2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E2,1,D:\,,,,RE2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F3,1,D:\,,,,RF3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B10,1,D:\,,,,RB10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C20,1,D:\,,,,RC20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F9,1,D:\,,,,RF9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D6,1,D:\,,,,RD6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C14,1,D:\,,,,RC14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C13,1,D:\,,,,RC13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D17,1,D:\,,,,RD17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B20,1,D:\,,,,RB20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B19,1,D:\,,,,RB19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F15,1,D:\,,,,RF15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F8,1,D:\,,,,RF8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E24,1,D:\,,,,RE24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B7,1,D:\,,,,RB7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A4,1,D:\,,,,RA4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B8,1,D:\,,,,RB8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C6,1,D:\,,,,RC6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D6,1,D:\,,,,RD6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B4,1,D:\,,,,RB4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C11,1,D:\,,,,RC11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D10,1,D:\,,,,RD10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A19,1,D:\,,,,RA19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_A23,1,D:\,,,,RA23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B6,1,D:\,,,,RB6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_F1,1,D:\,,,,RF1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B22,1,D:\,,,,RB22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C13,1,D:\,,,,RC13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F24,1,D:\,,,,RF24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_C1,1,D:\,,,,RC1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B20,1,D:\,,,,RB20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C18,1,D:\,,,,RC18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F5,1,D:\,,,,RF5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B6,1,D:\,,,,RB6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E7,1,D:\,,,,RE7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E17,1,D:\,,,,RE17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_D24,1,D:\,,,,RD24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E20,1,D:\,,,,RE20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_E1,1,D:\,,,,RE1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F13,1,D:\,,,,RF13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E15,1,D:\,,,,RE15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A5,1,D:\,,,,RA5,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D1,1,D:\,,,,RD1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C9,1,D:\,,,,RC9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F12,1,D:\,,,,RF12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B16,1,D:\,,,,RB16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B18,1,D:\,,,,RB18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A13,1,D:\,,,,RA13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_A3,1,D:\,,,,RA3,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E19,1,D:\,,,,RE19,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B22,1,D:\,,,,RB22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_B2,1,D:\,,,,RB2,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E22,1,D:\,,,,RE22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A11,1,D:\,,,,RA11,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E18,1,D:\,,,,RE18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F23,1,D:\,,,,RF23,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C15,1,D:\,,,,RC15,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A22,1,D:\,,,,RA22,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E4,1,D:\,,,,RE4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E9,1,D:\,,,,RE9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C24,1,D:\,,,,RC24,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F6,1,D:\,,,,RF6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E13,1,D:\,,,,RE13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_C18,1,D:\,,,,RC18,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F1,1,D:\,,,,RF1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D9,1,D:\,,,,RD9,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E16,1,D:\,,,,RE16,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E20,1,D:\,,,,RE20,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_E8,1,D:\,,,,RE8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_E1,1,D:\,,,,RE1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_D12,1,D:\,,,,RD12,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_E14,1,D:\,,,,RE14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C10,1,D:\,,,,RC10,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F17,1,D:\,,,,RF17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_B13,1,D:\,,,,RB13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C8,1,D:\,,,,RC8,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_positives_F7,1,D:\,,,,RF7,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_F14,1,D:\,,,,RF14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_D14,1,D:\,,,,RD14,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_Venetoclax_Blast_negatives_B13,1,D:\,,,,RB13,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_LSC_B1,1,D:\,,,,RB1,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C21,1,D:\,,,,RC21,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C4,1,D:\,,,,RC4,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_A6,1,D:\,,,,RA6,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_C17,1,D:\,,,,RC17,1.7,,,,,,,,,,,,
Unknown,20231123_PAF_HB_U3000_FAIMS_uPAC_WishDIA_72SPD_DMSO_Progenitor_F4,1,D:\,,,,RF4,1.7,,,,,,,,,,,,
