Bracket Type=4
Sample Type,File Name,Sample ID,Path,Instrument Method,Process Method,Calibration File,Position,Inj Vol,Level,Sample Wt,Sample Vol,ISTD Amt,Dil Factor,L1 Study,L2 Client,L3 Laboratory,L4 Company,L5 Phone,Comment,Sample Name
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_B6,1,D:\,,,,RB6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_F6,1,D:\,,,,RF6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_C20,1,D:\,,,,BC20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_C1,1,D:\,,,,BC1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_D1,1,D:\,,,,BD1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A9,1,D:\,,,,RA9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_E21,1,D:\,,,,BE21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_F5,1,D:\,,,,BF5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_C4,1,D:\,,,,BC4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_E22,1,D:\,,,,RE22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_C21,1,D:\,,,,RC21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_D10,1,D:\,,,,BD10,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_F2,1,D:\,,,,BF2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_E4,1,D:\,,,,RE4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_D8,1,D:\,,,,BD8,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_B4,1,D:\,,,,BB4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_E1,1,D:\,,,,RE1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_B21,1,D:\,,,,RB21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_E4,1,D:\,,,,BE4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_F20,1,D:\,,,,BF20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_C21,1,D:\,,,,BC21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_F4,1,D:\,,,,BF4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_E9,1,D:\,,,,RE9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_C1,1,D:\,,,,RC1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_D7,1,D:\,,,,RD7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_B22,1,D:\,,,,RB22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_E10,1,D:\,,,,RE10,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_E5,1,D:\,,,,BE5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_D21,1,D:\,,,,BD21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_C7,1,D:\,,,,RC7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_B10,1,D:\,,,,RB10,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_C20,1,D:\,,,,RC20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_D2,1,D:\,,,,BD2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_C2,1,D:\,,,,RC2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_E6,1,D:\,,,,BE6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_F6,1,D:\,,,,BF6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A10,1,D:\,,,,BA10,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_F3,1,D:\,,,,RF3,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_D10,1,D:\,,,,RD10,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_F22,1,D:\,,,,BF22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_F1,1,D:\,,,,BF1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A5,1,D:\,,,,RA5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_B9,1,D:\,,,,RB9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_B22,1,D:\,,,,BB22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A4,1,D:\,,,,BA4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_B2,1,D:\,,,,BB2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_F8,1,D:\,,,,RF8,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_C9,1,D:\,,,,BC9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_D6,1,D:\,,,,RD6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A8,1,D:\,,,,BA8,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_B2,1,D:\,,,,RB2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_D22,1,D:\,,,,BD22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A7,1,D:\,,,,RA7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A3,1,D:\,,,,RA3,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_A21,1,D:\,,,,BA21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_D20,1,D:\,,,,RD20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_B7,1,D:\,,,,BB7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_F22,1,D:\,,,,RF22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_D5,1,D:\,,,,BD5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A1,1,D:\,,,,RA1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_C7,1,D:\,,,,BC7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_D4,1,D:\,,,,RD4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_D7,1,D:\,,,,BD7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_F9,1,D:\,,,,BF9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_E22,1,D:\,,,,BE22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_F21,1,D:\,,,,BF21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_D8,1,D:\,,,,RD8,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_E21,1,D:\,,,,RE21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_F20,1,D:\,,,,RF20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_E5,1,D:\,,,,RE5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_C8,1,D:\,,,,BC8,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A2,1,D:\,,,,BA2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_C9,1,D:\,,,,RC9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_E6,1,D:\,,,,RE6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_F2,1,D:\,,,,RF2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_B5,1,D:\,,,,BB5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_C22,1,D:\,,,,BC22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_C5,1,D:\,,,,BC5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_D9,1,D:\,,,,RD9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A6,1,D:\,,,,BA6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_D20,1,D:\,,,,BD20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_B20,1,D:\,,,,BB20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_B3,1,D:\,,,,RB3,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_A22,1,D:\,,,,RA22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_E20,1,D:\,,,,BE20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_B8,1,D:\,,,,BB8,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A9,1,D:\,,,,BA9,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_E20,1,D:\,,,,RE20,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_E2,1,D:\,,,,BE2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A3,1,D:\,,,,BA3,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_B3,1,D:\,,,,BB3,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_D4,1,D:\,,,,BD4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_C22,1,D:\,,,,RC22,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_Progenitors_A21,1,D:\,,,,RA21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_Progenitors_B21,1,D:\,,,,BB21,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_C3,1,D:\,,,,RC3,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A5,1,D:\,,,,BA5,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_F7,1,D:\,,,,RF7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A4,1,D:\,,,,RA4,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_A1,1,D:\,,,,BA1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_B7,1,D:\,,,,RB7,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_C10,1,D:\,,,,RC10,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A6,1,D:\,,,,RA6,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_F1,1,D:\,,,,RF1,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_A10,1,D:\,,,,RA10,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_Venetoclax_LSC_D2,1,D:\,,,,RD2,1.2,,,,,,,,,,,,
Unknown,20231123_paf_adw_adwaw_AS_LSC_E9,1,D:\,,,,BE9,1.2,,,,,,,,,,,,
